filepath,label,video_id,num_frames,source_type
data\landmarks\upset_upset (1).npy,upset,upset (1),30,landmark_sequence
data\landmarks\upset_upset (10).npy,upset,upset (10),30,landmark_sequence
data\landmarks\upset_upset (2).npy,upset,upset (2),30,landmark_sequence
data\landmarks\upset_upset (3).npy,upset,upset (3),30,landmark_sequence
data\landmarks\upset_upset (4).npy,upset,upset (4),30,landmark_sequence
data\landmarks\upset_upset (5).npy,upset,upset (5),30,landmark_sequence
data\landmarks\upset_upset (6).npy,upset,upset (6),30,landmark_sequence
data\landmarks\upset_upset (7).npy,upset,upset (7),30,landmark_sequence
data\landmarks\upset_upset (8).npy,upset,upset (8),30,landmark_sequence
data\landmarks\upset_upset (9).npy,upset,upset (9),30,landmark_sequence
data\landmarks\use_use (1).npy,use,use (1),30,landmark_sequence
data\landmarks\use_use (2).npy,use,use (2),30,landmark_sequence
data\landmarks\use_use (3).npy,use,use (3),30,landmark_sequence
data\landmarks\use_use (4).npy,use,use (4),30,landmark_sequence
data\landmarks\use_use (5).npy,use,use (5),30,landmark_sequence
data\landmarks\use_use (6).npy,use,use (6),30,landmark_sequence
data\landmarks\very_very (1).npy,very,very (1),30,landmark_sequence
data\landmarks\very_very (2).npy,very,very (2),30,landmark_sequence
data\landmarks\very_very (3).npy,very,very (3),30,landmark_sequence
data\landmarks\very_very (4).npy,very,very (4),30,landmark_sequence
data\landmarks\very_very (5).npy,very,very (5),30,landmark_sequence
data\landmarks\very_very (6).npy,very,very (6),30,landmark_sequence
data\landmarks\very_very (7).npy,very,very (7),30,landmark_sequence
data\landmarks\visit_visit (1).npy,visit,visit (1),30,landmark_sequence
data\landmarks\visit_visit (2).npy,visit,visit (2),30,landmark_sequence
data\landmarks\visit_visit (3).npy,visit,visit (3),30,landmark_sequence
data\landmarks\visit_visit (4).npy,visit,visit (4),30,landmark_sequence
data\landmarks\visit_visit (5).npy,visit,visit (5),30,landmark_sequence
data\landmarks\visit_visit (6).npy,visit,visit (6),30,landmark_sequence
data\landmarks\visit_visit (7).npy,visit,visit (7),30,landmark_sequence
data\landmarks\visit_visit (8).npy,visit,visit (8),30,landmark_sequence
data\landmarks\visit_visit (9).npy,visit,visit (9),30,landmark_sequence
data\landmarks\wait_wait (1).npy,wait,wait (1),30,landmark_sequence
data\landmarks\wait_wait (10).npy,wait,wait (10),30,landmark_sequence
data\landmarks\wait_wait (2).npy,wait,wait (2),30,landmark_sequence
data\landmarks\wait_wait (3).npy,wait,wait (3),30,landmark_sequence
data\landmarks\wait_wait (4).npy,wait,wait (4),30,landmark_sequence
data\landmarks\wait_wait (5).npy,wait,wait (5),30,landmark_sequence
data\landmarks\wait_wait (6).npy,wait,wait (6),30,landmark_sequence
data\landmarks\wait_wait (7).npy,wait,wait (7),30,landmark_sequence
data\landmarks\wait_wait (8).npy,wait,wait (8),30,landmark_sequence
data\landmarks\wait_wait (9).npy,wait,wait (9),30,landmark_sequence
data\landmarks\we_we (1).npy,we,we (1),30,landmark_sequence
data\landmarks\we_we (2).npy,we,we (2),30,landmark_sequence
data\landmarks\we_we (3).npy,we,we (3),30,landmark_sequence
data\landmarks\we_we (4).npy,we,we (4),30,landmark_sequence
data\landmarks\we_we (5).npy,we,we (5),30,landmark_sequence
data\landmarks\we_we (6).npy,we,we (6),30,landmark_sequence
data\landmarks\we_we (7).npy,we,we (7),30,landmark_sequence
data\landmarks\we_we (8).npy,we,we (8),30,landmark_sequence
data\landmarks\what_what (1).npy,what,what (1),30,landmark_sequence
data\landmarks\what_what (10).npy,what,what (10),30,landmark_sequence
data\landmarks\what_what (11).npy,what,what (11),30,landmark_sequence
data\landmarks\what_what (12).npy,what,what (12),30,landmark_sequence
data\landmarks\what_what (2).npy,what,what (2),30,landmark_sequence
data\landmarks\what_what (3).npy,what,what (3),30,landmark_sequence
data\landmarks\what_what (4).npy,what,what (4),30,landmark_sequence
data\landmarks\what_what (5).npy,what,what (5),30,landmark_sequence
data\landmarks\what_what (6).npy,what,what (6),30,landmark_sequence
data\landmarks\what_what (7).npy,what,what (7),30,landmark_sequence
data\landmarks\what_what (8).npy,what,what (8),30,landmark_sequence
data\landmarks\what_what (9).npy,what,what (9),30,landmark_sequence
data\landmarks\when_when (1).npy,when,when (1),30,landmark_sequence
data\landmarks\when_when (2).npy,when,when (2),30,landmark_sequence
data\landmarks\when_when (3).npy,when,when (3),30,landmark_sequence
data\landmarks\when_when (4).npy,when,when (4),30,landmark_sequence
data\landmarks\when_when (5).npy,when,when (5),30,landmark_sequence
data\landmarks\when_when (6).npy,when,when (6),30,landmark_sequence
data\landmarks\when_when (7).npy,when,when (7),30,landmark_sequence
data\landmarks\when_when (8).npy,when,when (8),30,landmark_sequence
data\landmarks\where_where (1).npy,where,where (1),30,landmark_sequence
data\landmarks\where_where (2).npy,where,where (2),30,landmark_sequence
data\landmarks\where_where (3).npy,where,where (3),30,landmark_sequence
data\landmarks\where_where (4).npy,where,where (4),30,landmark_sequence
data\landmarks\where_where (5).npy,where,where (5),30,landmark_sequence
data\landmarks\where_where (6).npy,where,where (6),30,landmark_sequence
data\landmarks\where_where (7).npy,where,where (7),30,landmark_sequence
data\landmarks\which_which (1).npy,which,which (1),30,landmark_sequence
data\landmarks\which_which (2).npy,which,which (2),30,landmark_sequence
data\landmarks\which_which (3).npy,which,which (3),30,landmark_sequence
data\landmarks\which_which (4).npy,which,which (4),30,landmark_sequence
data\landmarks\which_which (5).npy,which,which (5),30,landmark_sequence
data\landmarks\which_which (6).npy,which,which (6),30,landmark_sequence
data\landmarks\while_while (1).npy,while,while (1),30,landmark_sequence
data\landmarks\while_while (2).npy,while,while (2),30,landmark_sequence
data\landmarks\while_while (3).npy,while,while (3),30,landmark_sequence
data\landmarks\while_while (4).npy,while,while (4),30,landmark_sequence
data\landmarks\while_while (5).npy,while,while (5),30,landmark_sequence
data\landmarks\while_while (6).npy,while,while (6),30,landmark_sequence
data\landmarks\will_will (1).npy,will,will (1),30,landmark_sequence
data\landmarks\will_will (2).npy,will,will (2),30,landmark_sequence
data\landmarks\will_will (3).npy,will,will (3),30,landmark_sequence
data\landmarks\will_will (4).npy,will,will (4),30,landmark_sequence
data\landmarks\will_will (5).npy,will,will (5),30,landmark_sequence
data\landmarks\yes_yes (1).npy,yes,yes (1),30,landmark_sequence
data\landmarks\yes_yes (10).npy,yes,yes (10),30,landmark_sequence
data\landmarks\yes_yes (11).npy,yes,yes (11),30,landmark_sequence
data\landmarks\yes_yes (12).npy,yes,yes (12),30,landmark_sequence
data\landmarks\yes_yes (2).npy,yes,yes (2),30,landmark_sequence
data\landmarks\yes_yes (3).npy,yes,yes (3),30,landmark_sequence
data\landmarks\yes_yes (4).npy,yes,yes (4),30,landmark_sequence
data\landmarks\yes_yes (5).npy,yes,yes (5),30,landmark_sequence
data\landmarks\yes_yes (6).npy,yes,yes (6),30,landmark_sequence
data\landmarks\yes_yes (7).npy,yes,yes (7),30,landmark_sequence
data\landmarks\yes_yes (8).npy,yes,yes (8),30,landmark_sequence
data\landmarks\yes_yes (9).npy,yes,yes (9),30,landmark_sequence
data\landmarks\yesterday_yesterday (1).npy,yesterday,yesterday (1),30,landmark_sequence
data\landmarks\yesterday_yesterday (10).npy,yesterday,yesterday (10),30,landmark_sequence
data\landmarks\yesterday_yesterday (2).npy,yesterday,yesterday (2),30,landmark_sequence
data\landmarks\yesterday_yesterday (3).npy,yesterday,yesterday (3),30,landmark_sequence
data\landmarks\yesterday_yesterday (4).npy,yesterday,yesterday (4),30,landmark_sequence
data\landmarks\yesterday_yesterday (5).npy,yesterday,yesterday (5),30,landmark_sequence
data\landmarks\yesterday_yesterday (6).npy,yesterday,yesterday (6),30,landmark_sequence
data\landmarks\yesterday_yesterday (7).npy,yesterday,yesterday (7),30,landmark_sequence
data\landmarks\yesterday_yesterday (8).npy,yesterday,yesterday (8),30,landmark_sequence
data\landmarks\yesterday_yesterday (9).npy,yesterday,yesterday (9),30,landmark_sequence
data\landmarks\you_you (1).npy,you,you (1),30,landmark_sequence
data\landmarks\you_you (2).npy,you,you (2),30,landmark_sequence
data\landmarks\you_you (3).npy,you,you (3),30,landmark_sequence
data\landmarks\you_you (4).npy,you,you (4),30,landmark_sequence
data\landmarks\you_you (5).npy,you,you (5),30,landmark_sequence
data\landmarks\you_you (6).npy,you,you (6),30,landmark_sequence
data\landmarks\you_you (7).npy,you,you (7),30,landmark_sequence
data\landmarks\you_you (8).npy,you,you (8),30,landmark_sequence
data\landmarks\you_you (9).npy,you,you (9),30,landmark_sequence
data\landmarks\young_young (1).npy,young,young (1),30,landmark_sequence
data\landmarks\young_young (2).npy,young,young (2),30,landmark_sequence
data\landmarks\young_young (3).npy,young,young (3),30,landmark_sequence
data\landmarks\young_young (4).npy,young,young (4),30,landmark_sequence
data\landmarks\young_young (5).npy,young,young (5),30,landmark_sequence
data\landmarks\young_young (6).npy,young,young (6),30,landmark_sequence
data\landmarks\yourself_yourself (1).npy,yourself,yourself (1),30,landmark_sequence
data\landmarks\yourself_yourself (2).npy,yourself,yourself (2),30,landmark_sequence
data\landmarks\yourself_yourself (3).npy,yourself,yourself (3),30,landmark_sequence
data\landmarks\yourself_yourself (4).npy,yourself,yourself (4),30,landmark_sequence
data\landmarks\yourself_yourself (5).npy,yourself,yourself (5),30,landmark_sequence
data\landmarks\yourself_yourself (6).npy,yourself,yourself (6),30,landmark_sequence
